Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\d3dx9_32.dll

File Type: DLL

  Section contains the following exports for d3dx9_32.dll

    00000000 characteristics
    456CEB5F time date stamp Wed Nov 29 03:07:27 2006
        0.00 version
           1 ordinal base
         334 number of functions
         334 number of names

    ordinal hint RVA      name

          1    0 00171424 D3DXAssembleShader
          2    1 00170C1C D3DXAssembleShaderFromFileA
          3    2 00170E10 D3DXAssembleShaderFromFileW
          4    3 00171008 D3DXAssembleShaderFromResourceA
          5    4 00171214 D3DXAssembleShaderFromResourceW
          6    5 000A7F14 D3DXBoxBoundProbe
          7    6 0014EE34 D3DXCheckCubeTextureRequirements
          8    7 0014EDEC D3DXCheckTextureRequirements
          9    8 0006B428 D3DXCheckVersion
         10    9 0014EE78 D3DXCheckVolumeTextureRequirements
         11    A 000AA350 D3DXCleanMesh
         12    B 0008FBF0 D3DXColorAdjustContrast
         13    C 0008FB70 D3DXColorAdjustSaturation
         14    D 00171C30 D3DXCompileShader
         15    E 0017162C D3DXCompileShaderFromFileA
         16    F 00171788 D3DXCompileShaderFromFileW
         17   10 001718E4 D3DXCompileShaderFromResourceA
         18   11 00171AB8 D3DXCompileShaderFromResourceW
         19   12 000B2C3C D3DXComputeBoundingBox
         20   13 000B2AD4 D3DXComputeBoundingSphere
         21   14 002BE458 D3DXComputeIMTFromPerTexelSignal
         22   15 002BC1C0 D3DXComputeIMTFromPerVertexSignal
         23   16 002BC628 D3DXComputeIMTFromSignal
         24   17 002BD6CC D3DXComputeIMTFromTexture
         25   18 00153A5C D3DXComputeNormalMap
         26   19 000DAB48 D3DXComputeNormals
         27   1A 000DAC1C D3DXComputeTangent
         28   1B 000DAD9C D3DXComputeTangentFrame
         29   1C 000DAE18 D3DXComputeTangentFrameEx
         30   1D 0023AFE8 D3DXConcatenateMeshes
         31   1E 000DAEC8 D3DXConvertMeshSubsetToSingleStrip
         32   1F 000DAF74 D3DXConvertMeshSubsetToStrips
         33   20 0007E7D8 D3DXCreateAnimationController
         34   21 001482E0 D3DXCreateBox
         35   22 0006C46C D3DXCreateBuffer
         36   23 0007F1C8 D3DXCreateCompressedAnimationSet
         37   24 001506CC D3DXCreateCubeTexture
         38   25 001507BC D3DXCreateCubeTextureFromFileA
         39   26 00150A54 D3DXCreateCubeTextureFromFileExA
         40   27 00150B58 D3DXCreateCubeTextureFromFileExW
         41   28 00150E60 D3DXCreateCubeTextureFromFileInMemory
         42   29 00150F08 D3DXCreateCubeTextureFromFileInMemoryEx
         43   2A 00150860 D3DXCreateCubeTextureFromFileW
         44   2B 00150904 D3DXCreateCubeTextureFromResourceA
         45   2C 00150C60 D3DXCreateCubeTextureFromResourceExA
         46   2D 00150D60 D3DXCreateCubeTextureFromResourceExW
         47   2E 001509AC D3DXCreateCubeTextureFromResourceW
         48   2F 00148A90 D3DXCreateCylinder
         49   30 00185180 D3DXCreateEffect
         50   31 00183EB8 D3DXCreateEffectCompiler
         51   32 001833D4 D3DXCreateEffectCompilerFromFileA
         52   33 0018368C D3DXCreateEffectCompilerFromFileW
