Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\d3dx9_30.dll

File Type: DLL

  Section contains the following exports for d3dx9_30.dll

    00000000 characteristics
    442D8218 time date stamp Fri Mar 31 21:25:12 2006
        0.00 version
           1 ordinal base
         332 number of functions
         332 number of names

    ordinal hint RVA      name

          1    0 0014FDE0 D3DXAssembleShader
          2    1 0014F7C0 D3DXAssembleShaderFromFileA
          3    2 0014F940 D3DXAssembleShaderFromFileW
          4    3 0014FAC0 D3DXAssembleShaderFromResourceA
          5    4 0014FC50 D3DXAssembleShaderFromResourceW
          6    5 00068FD0 D3DXBoxBoundProbe
          7    6 001218E0 D3DXCheckCubeTextureRequirements
          8    7 00121890 D3DXCheckTextureRequirements
          9    8 00034D00 D3DXCheckVersion
         10    9 00121930 D3DXCheckVolumeTextureRequirements
         11    A 0006C920 D3DXCleanMesh
         12    B 0005D560 D3DXColorAdjustContrast
         13    C 0005D4E0 D3DXColorAdjustSaturation
         14    D 00150790 D3DXCompileShader
         15    E 0014FF60 D3DXCompileShaderFromFileA
         16    F 00150160 D3DXCompileShaderFromFileW
         17   10 00150370 D3DXCompileShaderFromResourceA
         18   11 00150580 D3DXCompileShaderFromResourceW
         19   12 0006E770 D3DXComputeBoundingBox
         20   13 0006E3B0 D3DXComputeBoundingSphere
         21   14 002ECB30 D3DXComputeIMTFromPerTexelSignal
         22   15 002EAB70 D3DXComputeIMTFromPerVertexSignal
         23   16 002EB060 D3DXComputeIMTFromSignal
         24   17 002EC410 D3DXComputeIMTFromTexture
         25   18 00123550 D3DXComputeNormalMap
         26   19 000A62F0 D3DXComputeNormals
         27   1A 000A63E0 D3DXComputeTangent
         28   1B 000A6580 D3DXComputeTangentFrame
         29   1C 000A6600 D3DXComputeTangentFrameEx
         30   1D 00248620 D3DXConcatenateMeshes
         31   1E 000A7F90 D3DXConvertMeshSubsetToSingleStrip
         32   1F 000A8060 D3DXConvertMeshSubsetToStrips
         33   20 00061D40 D3DXCpuOptimizations
         34   21 0004AE90 D3DXCreateAnimationController
         35   22 0011A5E0 D3DXCreateBox
         36   23 00035D50 D3DXCreateBuffer
         37   24 0004BA20 D3DXCreateCompressedAnimationSet
         38   25 00121AC0 D3DXCreateCubeTexture
         39   26 00128A90 D3DXCreateCubeTextureFromFileA
         40   27 00127B70 D3DXCreateCubeTextureFromFileExA
         41   28 00127CA0 D3DXCreateCubeTextureFromFileExW
         42   29 00128050 D3DXCreateCubeTextureFromFileInMemory
         43   2A 00126D50 D3DXCreateCubeTextureFromFileInMemoryEx
         44   2B 00128B80 D3DXCreateCubeTextureFromFileW
         45   2C 00128C80 D3DXCreateCubeTextureFromResourceA
         46   2D 00127DD0 D3DXCreateCubeTextureFromResourceExA
         47   2E 00127F10 D3DXCreateCubeTextureFromResourceExW
         48   2F 00128DA0 D3DXCreateCubeTextureFromResourceW
         49   30 0011B9F0 D3DXCreateCylinder
         50   31 00168310 D3DXCreateEffect
         51   32 00167010 D3DXCreateEffectCompiler
         52   33 00166970 D3DXCreateEffectCompilerFromFileA
