Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\d3dx10_37.dll

File Type: DLL

  Section contains the following exports for d3dx10_37.dll

    00000000 characteristics
    475E05F6 time date stamp Tue Dec 11 04:37:26 2007
        0.00 version
           1 ordinal base
         181 number of functions
         181 number of names

    ordinal hint RVA      name

          4    0 0001C4B8 D3DX10CheckVersion
          5    1 0001D9D0 D3DX10CompileFromFileA
          6    2 0001DBF4 D3DX10CompileFromFileW
          7    3 0001DDF0 D3DX10CompileFromMemory
          8    4 0001E028 D3DX10CompileFromResourceA
          9    5 0001E260 D3DX10CompileFromResourceW
         10    6 00049FD4 D3DX10ComputeNormalMap
         11    7 0001D4FC D3DX10CreateAsyncCompilerProcessor
         12    8 0001D744 D3DX10CreateAsyncEffectCreateProcessor
         13    9 0001D890 D3DX10CreateAsyncEffectPoolCreateProcessor
         14    A 0004C790 D3DX10CreateAsyncFileLoaderA
         15    B 0004C6DC D3DX10CreateAsyncFileLoaderW
         16    C 0004C844 D3DX10CreateAsyncMemoryLoader
         17    D 0004C8D4 D3DX10CreateAsyncResourceLoaderA
         18    E 0004C9E0 D3DX10CreateAsyncResourceLoaderW
         19    F 0001D63C D3DX10CreateAsyncShaderPreprocessProcessor
         20   10 0004CBD0 D3DX10CreateAsyncShaderResourceViewProcessor
         21   11 0004CCE8 D3DX10CreateAsyncTextureInfoProcessor
         22   12 0004CAF0 D3DX10CreateAsyncTextureProcessor
         23   13 0001C180 D3DX10CreateDevice
         24   14 0001C274 D3DX10CreateDeviceAndSwapChain
         25   15 0001EDF0 D3DX10CreateEffectFromFileA
         26   16 0001F018 D3DX10CreateEffectFromFileW
         27   17 0001F658 D3DX10CreateEffectFromMemory
         28   18 0001F218 D3DX10CreateEffectFromResourceA
         29   19 0001F454 D3DX10CreateEffectFromResourceW
         30   1A 0001F894 D3DX10CreateEffectPoolFromFileA
         31   1B 0001FAB0 D3DX10CreateEffectPoolFromFileW
         32   1C 000200CC D3DX10CreateEffectPoolFromMemory
         33   1D 0001FCA4 D3DX10CreateEffectPoolFromResourceA
         34   1E 0001FED4 D3DX10CreateEffectPoolFromResourceW
         35   1F 0001C4E4 D3DX10CreateFontA
         36   20 0001C704 D3DX10CreateFontIndirectA
         37   21 0001C7A4 D3DX10CreateFontIndirectW
         38   22 0001C5EC D3DX10CreateFontW
         39   23 0000CBA4 D3DX10CreateMesh
          1   24 00019E38 D3DX10CreateReduction
         40   25 000202FC D3DX10CreateShaderResourceViewFromFileA
         41   26 00020470 D3DX10CreateShaderResourceViewFromFileW
         42   27 000208EC D3DX10CreateShaderResourceViewFromMemory
         43   28 000205E4 D3DX10CreateShaderResourceViewFromResourceA
         44   29 00020768 D3DX10CreateShaderResourceViewFromResourceW
         45   2A 0000F75C D3DX10CreateSkinInfo
         46   2B 00022ED4 D3DX10CreateSprite
         47   2C 00020A70 D3DX10CreateTextureFromFileA
         48   2D 00020BE4 D3DX10CreateTextureFromFileW
         49   2E 00021060 D3DX10CreateTextureFromMemory
         50   2F 00020D58 D3DX10CreateTextureFromResourceA
