Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\d3dx10_43.dll

File Type: DLL

  Section contains the following exports for d3dx10_43.dll

    00000000 characteristics
    4BF708EF time date stamp Sat May 22 00:27:59 2010
        0.00 version
           1 ordinal base
         176 number of functions
         176 number of names

    ordinal hint RVA      name

          2    0 00019A48 D3DX10CheckVersion
          3    1 0001AB88 D3DX10CompileFromFileA
          4    2 0001AD6C D3DX10CompileFromFileW
          5    3 0001AFA4 D3DX10CompileFromMemory
          6    4 0001B198 D3DX10CompileFromResourceA
          7    5 0001B38C D3DX10CompileFromResourceW
          8    6 00046B68 D3DX10ComputeNormalMap
          9    7 0001A688 D3DX10CreateAsyncCompilerProcessor
         10    8 0001A908 D3DX10CreateAsyncEffectCreateProcessor
         11    9 0001AA50 D3DX10CreateAsyncEffectPoolCreateProcessor
         12    A 00048F34 D3DX10CreateAsyncFileLoaderA
         13    B 00048E80 D3DX10CreateAsyncFileLoaderW
         14    C 00048FE8 D3DX10CreateAsyncMemoryLoader
         15    D 00049074 D3DX10CreateAsyncResourceLoaderA
         16    E 00049178 D3DX10CreateAsyncResourceLoaderW
         17    F 0001A7C8 D3DX10CreateAsyncShaderPreprocessProcessor
         18   10 00049360 D3DX10CreateAsyncShaderResourceViewProcessor
         19   11 00049478 D3DX10CreateAsyncTextureInfoProcessor
         20   12 00049280 D3DX10CreateAsyncTextureProcessor
         21   13 0001972C D3DX10CreateDevice
         22   14 00019810 D3DX10CreateDeviceAndSwapChain
         23   15 0001BF7C D3DX10CreateEffectFromFileA
         24   16 0001C160 D3DX10CreateEffectFromFileW
         25   17 0001C814 D3DX10CreateEffectFromMemory
         26   18 0001C3A8 D3DX10CreateEffectFromResourceA
         27   19 0001C5A0 D3DX10CreateEffectFromResourceW
         28   1A 0001CA0C D3DX10CreateEffectPoolFromFileA
         29   1B 0001CBE4 D3DX10CreateEffectPoolFromFileW
         30   1C 0001D26C D3DX10CreateEffectPoolFromMemory
         31   1D 0001CE18 D3DX10CreateEffectPoolFromResourceA
         32   1E 0001D004 D3DX10CreateEffectPoolFromResourceW
         33   1F 00019A68 D3DX10CreateFontA
         34   20 00019C40 D3DX10CreateFontIndirectA
         35   21 00019CE0 D3DX10CreateFontIndirectW
         36   22 00019B4C D3DX10CreateFontW
         37   23 0000BCF4 D3DX10CreateMesh
         38   24 0001D458 D3DX10CreateShaderResourceViewFromFileA
         39   25 0001D5A8 D3DX10CreateShaderResourceViewFromFileW
         40   26 0001D9C0 D3DX10CreateShaderResourceViewFromMemory
         41   27 0001D6F8 D3DX10CreateShaderResourceViewFromResourceA
         42   28 0001D85C D3DX10CreateShaderResourceViewFromResourceW
         43   29 0000E888 D3DX10CreateSkinInfo
         44   2A 00020684 D3DX10CreateSprite
         45   2B 0001DB24 D3DX10CreateTextureFromFileA
         46   2C 0001DC74 D3DX10CreateTextureFromFileW
         47   2D 0001E08C D3DX10CreateTextureFromMemory
         48   2E 0001DDC4 D3DX10CreateTextureFromResourceA
         49   2F 0001DF28 D3DX10CreateTextureFromResourceW
