Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\d3dx10_35.dll

File Type: DLL

  Section contains the following exports for d3dx10_35.dll

    00000000 characteristics
    469FEF2D time date stamp Fri Jul 20 01:09:33 2007
        0.00 version
           1 ordinal base
         180 number of functions
         180 number of names

    ordinal hint RVA      name

          2    0 0001792C D3DX10CheckVersion
          3    1 00018E68 D3DX10CompileFromFileA
          4    2 0001908C D3DX10CompileFromFileW
          5    3 00019288 D3DX10CompileFromMemory
          6    4 000194C0 D3DX10CompileFromResourceA
          7    5 000196F8 D3DX10CompileFromResourceW
          8    6 0004547C D3DX10ComputeNormalMap
          9    7 00018994 D3DX10CreateAsyncCompilerProcessor
         10    8 00018BDC D3DX10CreateAsyncEffectCreateProcessor
         11    9 00018D28 D3DX10CreateAsyncEffectPoolCreateProcessor
         12    A 00047C38 D3DX10CreateAsyncFileLoaderA
         13    B 00047B84 D3DX10CreateAsyncFileLoaderW
         14    C 00047CEC D3DX10CreateAsyncMemoryLoader
         15    D 00047D7C D3DX10CreateAsyncResourceLoaderA
         16    E 00047E88 D3DX10CreateAsyncResourceLoaderW
         17    F 00018AD4 D3DX10CreateAsyncShaderPreprocessProcessor
         18   10 00048078 D3DX10CreateAsyncShaderResourceViewProcessor
         19   11 00048158 D3DX10CreateAsyncTextureInfoProcessor
         20   12 00047F98 D3DX10CreateAsyncTextureProcessor
         21   13 000175F4 D3DX10CreateDevice
         22   14 000176E8 D3DX10CreateDeviceAndSwapChain
         23   15 0001A288 D3DX10CreateEffectFromFileA
         24   16 0001A4B0 D3DX10CreateEffectFromFileW
         25   17 0001AAF0 D3DX10CreateEffectFromMemory
         26   18 0001A6B0 D3DX10CreateEffectFromResourceA
         27   19 0001A8EC D3DX10CreateEffectFromResourceW
         28   1A 0001AD2C D3DX10CreateEffectPoolFromFileA
         29   1B 0001AF48 D3DX10CreateEffectPoolFromFileW
         30   1C 0001B564 D3DX10CreateEffectPoolFromMemory
         31   1D 0001B13C D3DX10CreateEffectPoolFromResourceA
         32   1E 0001B36C D3DX10CreateEffectPoolFromResourceW
         33   1F 00017958 D3DX10CreateFontA
         34   20 00017B78 D3DX10CreateFontIndirectA
         35   21 00017C18 D3DX10CreateFontIndirectW
         36   22 00017A60 D3DX10CreateFontW
         37   23 00009284 D3DX10CreateMesh
         38   24 0001B794 D3DX10CreateShaderResourceViewFromFileA
         39   25 0001B908 D3DX10CreateShaderResourceViewFromFileW
         40   26 0001BD84 D3DX10CreateShaderResourceViewFromMemory
         41   27 0001BA7C D3DX10CreateShaderResourceViewFromResourceA
         42   28 0001BC00 D3DX10CreateShaderResourceViewFromResourceW
         43   29 0000BE30 D3DX10CreateSkinInfo
         44   2A 0001E36C D3DX10CreateSprite
         45   2B 0001BF08 D3DX10CreateTextureFromFileA
         46   2C 0001C07C D3DX10CreateTextureFromFileW
         47   2D 0001C4F8 D3DX10CreateTextureFromMemory
         48   2E 0001C1F0 D3DX10CreateTextureFromResourceA
         49   2F 0001C374 D3DX10CreateTextureFromResourceW
          1   30 00016678 D3DX10CreateThreadPump
