Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\d3dx9_34.dll

File Type: DLL

  Section contains the following exports for d3dx9_34.dll

    00000000 characteristics
    46495945 time date stamp Tue May 15 08:55:01 2007
        0.00 version
           1 ordinal base
         334 number of functions
         334 number of names

    ordinal hint RVA      name

          1    0 0017F4EC D3DXAssembleShader
          2    1 0017ECAC D3DXAssembleShaderFromFileA
          3    2 0017EEAC D3DXAssembleShaderFromFileW
          4    3 0017F0B0 D3DXAssembleShaderFromResourceA
          5    4 0017F2CC D3DXAssembleShaderFromResourceW
          6    5 000B5E5C D3DXBoxBoundProbe
          7    6 0015CDD4 D3DXCheckCubeTextureRequirements
          8    7 0015CD8C D3DXCheckTextureRequirements
          9    8 000794A8 D3DXCheckVersion
         10    9 0015CE18 D3DXCheckVolumeTextureRequirements
         11    A 000B8298 D3DXCleanMesh
         12    B 0009DB38 D3DXColorAdjustContrast
         13    C 0009DAB8 D3DXColorAdjustSaturation
         14    D 0017FD04 D3DXCompileShader
         15    E 0017F704 D3DXCompileShaderFromFileA
         16    F 0017F860 D3DXCompileShaderFromFileW
         17   10 0017F9BC D3DXCompileShaderFromResourceA
         18   11 0017FB8C D3DXCompileShaderFromResourceW
         19   12 000C0B84 D3DXComputeBoundingBox
         20   13 000C0A1C D3DXComputeBoundingSphere
         21   14 002CCCE8 D3DXComputeIMTFromPerTexelSignal
         22   15 002CAA50 D3DXComputeIMTFromPerVertexSignal
         23   16 002CAEB8 D3DXComputeIMTFromSignal
         24   17 002CBF5C D3DXComputeIMTFromTexture
         25   18 00161AEC D3DXComputeNormalMap
         26   19 000E8AE8 D3DXComputeNormals
         27   1A 000E8BBC D3DXComputeTangent
         28   1B 000E8D3C D3DXComputeTangentFrame
         29   1C 000E8DB8 D3DXComputeTangentFrameEx
         30   1D 00249760 D3DXConcatenateMeshes
         31   1E 000E8E68 D3DXConvertMeshSubsetToSingleStrip
         32   1F 000E8F14 D3DXConvertMeshSubsetToStrips
         33   20 0008C6DC D3DXCreateAnimationController
         34   21 00156280 D3DXCreateBox
         35   22 0007A4EC D3DXCreateBuffer
         36   23 0008D0F4 D3DXCreateCompressedAnimationSet
         37   24 0015E6BC D3DXCreateCubeTexture
         38   25 0015E7AC D3DXCreateCubeTextureFromFileA
         39   26 0015EA84 D3DXCreateCubeTextureFromFileExA
         40   27 0015EB88 D3DXCreateCubeTextureFromFileExW
         41   28 0015EE90 D3DXCreateCubeTextureFromFileInMemory
         42   29 0015EF48 D3DXCreateCubeTextureFromFileInMemoryEx
         43   2A 0015E860 D3DXCreateCubeTextureFromFileW
         44   2B 0015E914 D3DXCreateCubeTextureFromResourceA
         45   2C 0015EC90 D3DXCreateCubeTextureFromResourceExA
         46   2D 0015ED90 D3DXCreateCubeTextureFromResourceExW
         47   2E 0015E9CC D3DXCreateCubeTextureFromResourceW
         48   2F 00156A30 D3DXCreateCylinder
         49   30 00192F9C D3DXCreateEffect
         50   31 00191C78 D3DXCreateEffectCompiler
         51   32 001910D0 D3DXCreateEffectCompilerFromFileA
