Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\d3dx9_36.dll

File Type: DLL

  Section contains the following exports for d3dx9_36.dll

    00000000 characteristics
    470D6DA5 time date stamp Thu Oct 11 02:26:13 2007
        0.00 version
           1 ordinal base
         336 number of functions
         336 number of names

    ordinal hint RVA      name

          1    0 00183D0C D3DXAssembleShader
          2    1 001834CC D3DXAssembleShaderFromFileA
          3    2 001836CC D3DXAssembleShaderFromFileW
          4    3 001838D0 D3DXAssembleShaderFromResourceA
          5    4 00183AEC D3DXAssembleShaderFromResourceW
          6    5 000B9680 D3DXBoxBoundProbe
          7    6 001613F0 D3DXCheckCubeTextureRequirements
          8    7 001613A8 D3DXCheckTextureRequirements
          9    8 0007CCD8 D3DXCheckVersion
         10    9 00161434 D3DXCheckVolumeTextureRequirements
         11    A 000BBABC D3DXCleanMesh
         12    B 000A135C D3DXColorAdjustContrast
         13    C 000A12DC D3DXColorAdjustSaturation
         14    D 00184524 D3DXCompileShader
         15    E 00183F24 D3DXCompileShaderFromFileA
         16    F 00184080 D3DXCompileShaderFromFileW
         17   10 001841DC D3DXCompileShaderFromResourceA
         18   11 001843AC D3DXCompileShaderFromResourceW
         19   12 000C44D8 D3DXComputeBoundingBox
         20   13 000C4370 D3DXComputeBoundingSphere
         21   14 002D3484 D3DXComputeIMTFromPerTexelSignal
         22   15 002D11EC D3DXComputeIMTFromPerVertexSignal
         23   16 002D1654 D3DXComputeIMTFromSignal
         24   17 002D26F8 D3DXComputeIMTFromTexture
         25   18 00166108 D3DXComputeNormalMap
         26   19 000ECE60 D3DXComputeNormals
         27   1A 000ECF34 D3DXComputeTangent
         28   1B 000ED0B4 D3DXComputeTangentFrame
         29   1C 000ED130 D3DXComputeTangentFrameEx
         30   1D 0024FC20 D3DXConcatenateMeshes
         31   1E 000ED1E0 D3DXConvertMeshSubsetToSingleStrip
         32   1F 000ED28C D3DXConvertMeshSubsetToStrips
         33   20 0008FEBC D3DXCreateAnimationController
         34   21 0015A760 D3DXCreateBox
         35   22 0007DCC0 D3DXCreateBuffer
         36   23 000908DC D3DXCreateCompressedAnimationSet
         37   24 00162CD8 D3DXCreateCubeTexture
         38   25 00162DC8 D3DXCreateCubeTextureFromFileA
         39   26 001630A0 D3DXCreateCubeTextureFromFileExA
         40   27 001631A4 D3DXCreateCubeTextureFromFileExW
         41   28 001634AC D3DXCreateCubeTextureFromFileInMemory
         42   29 00163564 D3DXCreateCubeTextureFromFileInMemoryEx
         43   2A 00162E7C D3DXCreateCubeTextureFromFileW
         44   2B 00162F30 D3DXCreateCubeTextureFromResourceA
         45   2C 001632AC D3DXCreateCubeTextureFromResourceExA
         46   2D 001633AC D3DXCreateCubeTextureFromResourceExW
         47   2E 00162FE8 D3DXCreateCubeTextureFromResourceW
         48   2F 0015AF4C D3DXCreateCylinder
         49   30 00197F98 D3DXCreateEffect
         50   31 00196C74 D3DXCreateEffectCompiler
         51   32 001960CC D3DXCreateEffectCompilerFromFileA
         52   33 001963B8 D3DXCreateEffectCompilerFromFileW
