Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\d3dx10_33.dll

File Type: DLL

  Section contains the following exports for d3dx10_33.dll

    00000000 characteristics
    45F8E734 time date stamp Thu Mar 15 07:27:00 2007
        0.00 version
           1 ordinal base
         177 number of functions
         177 number of names

    ordinal hint RVA      name

          2    0 00017828 D3DX10CheckVersion
          3    1 00018D64 D3DX10CompileFromFileA
          4    2 00018F88 D3DX10CompileFromFileW
          5    3 00019184 D3DX10CompileFromMemory
          6    4 000193BC D3DX10CompileFromResourceA
          7    5 000195F4 D3DX10CompileFromResourceW
          8    6 00044D58 D3DX10ComputeNormalMap
          9    7 00018858 D3DX10CreateAsyncCompilerProcessor
         10    8 00018AD8 D3DX10CreateAsyncEffectCreateProcessor
         11    9 00018C24 D3DX10CreateAsyncEffectPoolCreateProcessor
         12    A 00047514 D3DX10CreateAsyncFileLoaderA
         13    B 00047460 D3DX10CreateAsyncFileLoaderW
         14    C 000475C8 D3DX10CreateAsyncMemoryLoader
         15    D 00047658 D3DX10CreateAsyncResourceLoaderA
         16    E 00047764 D3DX10CreateAsyncResourceLoaderW
         17    F 00018998 D3DX10CreateAsyncShaderPreprocessProcessor
         18   10 00047954 D3DX10CreateAsyncShaderResourceViewProcessor
         19   11 00047A34 D3DX10CreateAsyncTextureInfoProcessor
         20   12 00047874 D3DX10CreateAsyncTextureProcessor
         21   13 0001A184 D3DX10CreateEffectFromFileA
         22   14 0001A3AC D3DX10CreateEffectFromFileW
         23   15 0001A9EC D3DX10CreateEffectFromMemory
         24   16 0001A5AC D3DX10CreateEffectFromResourceA
         25   17 0001A7E8 D3DX10CreateEffectFromResourceW
         26   18 0001AC28 D3DX10CreateEffectPoolFromFileA
         27   19 0001AE44 D3DX10CreateEffectPoolFromFileW
         28   1A 0001B460 D3DX10CreateEffectPoolFromMemory
         29   1B 0001B038 D3DX10CreateEffectPoolFromResourceA
         30   1C 0001B268 D3DX10CreateEffectPoolFromResourceW
         31   1D 00017858 D3DX10CreateFontA
         32   1E 00017A78 D3DX10CreateFontIndirectA
         33   1F 00017B18 D3DX10CreateFontIndirectW
         34   20 00017960 D3DX10CreateFontW
         35   21 00009434 D3DX10CreateMesh
         36   22 0001B690 D3DX10CreateShaderResourceViewFromFileA
         37   23 0001B7D8 D3DX10CreateShaderResourceViewFromFileW
         38   24 0001BBE0 D3DX10CreateShaderResourceViewFromMemory
         39   25 0001B920 D3DX10CreateShaderResourceViewFromResourceA
         40   26 0001BA80 D3DX10CreateShaderResourceViewFromResourceW
         41   27 0000BFEC D3DX10CreateSkinInfo
         42   28 0001DCCC D3DX10CreateSprite
         43   29 0001BD40 D3DX10CreateTextureFromFileA
         44   2A 0001BEB4 D3DX10CreateTextureFromFileW
         45   2B 0001C330 D3DX10CreateTextureFromMemory
         46   2C 0001C028 D3DX10CreateTextureFromResourceA
         47   2D 0001C1AC D3DX10CreateTextureFromResourceW
          1   2E 000168B0 D3DX10CreateThreadPump
         48   2F 00017E74 D3DX10DisassembleEffect
         49   30 00017E00 D3DX10DisassembleShader
