Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\d3dx10_42.dll

File Type: DLL

  Section contains the following exports for d3dx10_42.dll

    00000000 characteristics
    4A6D3471 time date stamp Mon Jul 27 07:00:33 2009
        0.00 version
           1 ordinal base
         176 number of functions
         176 number of names

    ordinal hint RVA      name

          2    0 00019FD4 D3DX10CheckVersion
          3    1 0001B148 D3DX10CompileFromFileA
          4    2 0001B348 D3DX10CompileFromFileW
          5    3 0001B5CC D3DX10CompileFromMemory
          6    4 0001B7F4 D3DX10CompileFromResourceA
          7    5 0001BA1C D3DX10CompileFromResourceW
          8    6 00047FE4 D3DX10ComputeNormalMap
          9    7 0001AC74 D3DX10CreateAsyncCompilerProcessor
         10    8 0001AEBC D3DX10CreateAsyncEffectCreateProcessor
         11    9 0001B008 D3DX10CreateAsyncEffectPoolCreateProcessor
         12    A 0004A778 D3DX10CreateAsyncFileLoaderA
         13    B 0004A6C4 D3DX10CreateAsyncFileLoaderW
         14    C 0004A82C D3DX10CreateAsyncMemoryLoader
         15    D 0004A8BC D3DX10CreateAsyncResourceLoaderA
         16    E 0004A9C8 D3DX10CreateAsyncResourceLoaderW
         17    F 0001ADB4 D3DX10CreateAsyncShaderPreprocessProcessor
         18   10 0004ABB8 D3DX10CreateAsyncShaderResourceViewProcessor
         19   11 0004AC98 D3DX10CreateAsyncTextureInfoProcessor
         20   12 0004AAD8 D3DX10CreateAsyncTextureProcessor
         21   13 00019C9C D3DX10CreateDevice
         22   14 00019D90 D3DX10CreateDeviceAndSwapChain
         23   15 0001C738 D3DX10CreateEffectFromFileA
         24   16 0001C93C D3DX10CreateEffectFromFileW
         25   17 0001D080 D3DX10CreateEffectFromMemory
         26   18 0001CBD0 D3DX10CreateEffectFromResourceA
         27   19 0001CDE4 D3DX10CreateEffectFromResourceW
         28   1A 0001D294 D3DX10CreateEffectPoolFromFileA
         29   1B 0001D488 D3DX10CreateEffectPoolFromFileW
         30   1C 0001DBA0 D3DX10CreateEffectPoolFromMemory
         31   1D 0001D70C D3DX10CreateEffectPoolFromResourceA
         32   1E 0001D914 D3DX10CreateEffectPoolFromResourceW
         33   1F 00019FF4 D3DX10CreateFontA
         34   20 0001A210 D3DX10CreateFontIndirectA
         35   21 0001A2B0 D3DX10CreateFontIndirectW
         36   22 0001A0F8 D3DX10CreateFontW
         37   23 0000BB54 D3DX10CreateMesh
         38   24 0001DDA8 D3DX10CreateShaderResourceViewFromFileA
         39   25 0001DF1C D3DX10CreateShaderResourceViewFromFileW
         40   26 0001E398 D3DX10CreateShaderResourceViewFromMemory
         41   27 0001E090 D3DX10CreateShaderResourceViewFromResourceA
         42   28 0001E214 D3DX10CreateShaderResourceViewFromResourceW
         43   29 0000E710 D3DX10CreateSkinInfo
         44   2A 000211F0 D3DX10CreateSprite
         45   2B 0001E51C D3DX10CreateTextureFromFileA
         46   2C 0001E690 D3DX10CreateTextureFromFileW
         47   2D 0001EB0C D3DX10CreateTextureFromMemory
         48   2E 0001E804 D3DX10CreateTextureFromResourceA
