Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\d3dx9_27.dll

File Type: DLL

  Section contains the following exports for d3dx9_27.dll

    00000000 characteristics
    42E18C16 time date stamp Sat Jul 23 02:15:18 2005
        0.00 version
           1 ordinal base
         327 number of functions
         327 number of names

    ordinal hint RVA      name

          1    0 0014E6C0 D3DXAssembleShader
          2    1 0014E0A0 D3DXAssembleShaderFromFileA
          3    2 0014E220 D3DXAssembleShaderFromFileW
          4    3 0014E3A0 D3DXAssembleShaderFromResourceA
          5    4 0014E530 D3DXAssembleShaderFromResourceW
          6    5 00067B10 D3DXBoxBoundProbe
          7    6 001202A0 D3DXCheckCubeTextureRequirements
          8    7 00120250 D3DXCheckTextureRequirements
          9    8 000335D0 D3DXCheckVersion
         10    9 001202F0 D3DXCheckVolumeTextureRequirements
         11    A 0006B460 D3DXCleanMesh
         12    B 0005C0A0 D3DXColorAdjustContrast
         13    C 0005C020 D3DXColorAdjustSaturation
         14    D 0014F070 D3DXCompileShader
         15    E 0014E840 D3DXCompileShaderFromFileA
         16    F 0014EA40 D3DXCompileShaderFromFileW
         17   10 0014EC50 D3DXCompileShaderFromResourceA
         18   11 0014EE60 D3DXCompileShaderFromResourceW
         19   12 0006D2B0 D3DXComputeBoundingBox
         20   13 0006CEF0 D3DXComputeBoundingSphere
         21   14 002DD480 D3DXComputeIMTFromPerTexelSignal
         22   15 002DB5F0 D3DXComputeIMTFromPerVertexSignal
         23   16 002DBA60 D3DXComputeIMTFromSignal
         24   17 002DCDE0 D3DXComputeIMTFromTexture
         25   18 00121F10 D3DXComputeNormalMap
         26   19 000A5320 D3DXComputeNormals
         27   1A 000A5410 D3DXComputeTangent
         28   1B 000A55B0 D3DXComputeTangentFrame
         29   1C 000A5630 D3DXComputeTangentFrameEx
         30   1D 00245DD0 D3DXConcatenateMeshes
         31   1E 000A6FC0 D3DXConvertMeshSubsetToSingleStrip
         32   1F 000A7090 D3DXConvertMeshSubsetToStrips
         33   20 00060880 D3DXCpuOptimizations
         34   21 000499C0 D3DXCreateAnimationController
         35   22 00118FB0 D3DXCreateBox
         36   23 00034630 D3DXCreateBuffer
         37   24 0004A610 D3DXCreateCompressedAnimationSet
         38   25 00120480 D3DXCreateCubeTexture
         39   26 001273F0 D3DXCreateCubeTextureFromFileA
         40   27 001264D0 D3DXCreateCubeTextureFromFileExA
         41   28 00126600 D3DXCreateCubeTextureFromFileExW
         42   29 001269B0 D3DXCreateCubeTextureFromFileInMemory
         43   2A 001256B0 D3DXCreateCubeTextureFromFileInMemoryEx
         44   2B 001274E0 D3DXCreateCubeTextureFromFileW
         45   2C 001275E0 D3DXCreateCubeTextureFromResourceA
         46   2D 00126730 D3DXCreateCubeTextureFromResourceExA
         47   2E 00126870 D3DXCreateCubeTextureFromResourceExW
         48   2F 00127700 D3DXCreateCubeTextureFromResourceW
         49   30 0011A3C0 D3DXCreateCylinder
         50   31 00165F20 D3DXCreateEffect
         51   32 00164C20 D3DXCreateEffectCompiler
         52   33 00164580 D3DXCreateEffectCompilerFromFileA
