Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\d3dx9_33.dll

File Type: DLL

  Section contains the following exports for d3dx9_33.dll

    00000000 characteristics
    45F11B29 time date stamp Fri Mar  9 09:30:33 2007
        0.00 version
           1 ordinal base
         334 number of functions
         334 number of names

    ordinal hint RVA      name

          1    0 0017F708 D3DXAssembleShader
          2    1 0017EEC8 D3DXAssembleShaderFromFileA
          3    2 0017F0C8 D3DXAssembleShaderFromFileW
          4    3 0017F2CC D3DXAssembleShaderFromResourceA
          5    4 0017F4E8 D3DXAssembleShaderFromResourceW
          6    5 000B6058 D3DXBoxBoundProbe
          7    6 0015CFF0 D3DXCheckCubeTextureRequirements
          8    7 0015CFA8 D3DXCheckTextureRequirements
          9    8 00079488 D3DXCheckVersion
         10    9 0015D034 D3DXCheckVolumeTextureRequirements
         11    A 000B8494 D3DXCleanMesh
         12    B 0009DD34 D3DXColorAdjustContrast
         13    C 0009DCB4 D3DXColorAdjustSaturation
         14    D 0017FF20 D3DXCompileShader
         15    E 0017F920 D3DXCompileShaderFromFileA
         16    F 0017FA7C D3DXCompileShaderFromFileW
         17   10 0017FBD8 D3DXCompileShaderFromResourceA
         18   11 0017FDA8 D3DXCompileShaderFromResourceW
         19   12 000C0D80 D3DXComputeBoundingBox
         20   13 000C0C18 D3DXComputeBoundingSphere
         21   14 002CCF14 D3DXComputeIMTFromPerTexelSignal
         22   15 002CAC7C D3DXComputeIMTFromPerVertexSignal
         23   16 002CB0E4 D3DXComputeIMTFromSignal
         24   17 002CC188 D3DXComputeIMTFromTexture
         25   18 00161D08 D3DXComputeNormalMap
         26   19 000E8CF8 D3DXComputeNormals
         27   1A 000E8DCC D3DXComputeTangent
         28   1B 000E8F4C D3DXComputeTangentFrame
         29   1C 000E8FC8 D3DXComputeTangentFrameEx
         30   1D 00249ADC D3DXConcatenateMeshes
         31   1E 000E9078 D3DXConvertMeshSubsetToSingleStrip
         32   1F 000E9124 D3DXConvertMeshSubsetToStrips
         33   20 0008C8E4 D3DXCreateAnimationController
         34   21 00156490 D3DXCreateBox
         35   22 0007A47C D3DXCreateBuffer
         36   23 0008D25C D3DXCreateCompressedAnimationSet
         37   24 0015E8D8 D3DXCreateCubeTexture
         38   25 0015E9C8 D3DXCreateCubeTextureFromFileA
         39   26 0015ECA0 D3DXCreateCubeTextureFromFileExA
         40   27 0015EDA4 D3DXCreateCubeTextureFromFileExW
         41   28 0015F0AC D3DXCreateCubeTextureFromFileInMemory
         42   29 0015F164 D3DXCreateCubeTextureFromFileInMemoryEx
         43   2A 0015EA7C D3DXCreateCubeTextureFromFileW
         44   2B 0015EB30 D3DXCreateCubeTextureFromResourceA
         45   2C 0015EEAC D3DXCreateCubeTextureFromResourceExA
         46   2D 0015EFAC D3DXCreateCubeTextureFromResourceExW
         47   2E 0015EBE8 D3DXCreateCubeTextureFromResourceW
         48   2F 00156C40 D3DXCreateCylinder
         49   30 00193468 D3DXCreateEffect
         50   31 00192178 D3DXCreateEffectCompiler
         51   32 001915EC D3DXCreateEffectCompilerFromFileA
