Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\d3dx10_38.dll

File Type: DLL

  Section contains the following exports for d3dx10_38.dll

    00000000 characteristics
    48337F99 time date stamp Wed May 21 03:49:13 2008
        0.00 version
           1 ordinal base
         180 number of functions
         180 number of names

    ordinal hint RVA      name

          3    0 000211B4 D3DX10CheckVersion
          4    1 000238A0 D3DX10CompileFromFileA
          5    2 00023AE0 D3DX10CompileFromFileW
          6    3 00023D68 D3DX10CompileFromMemory
          7    4 00023FC8 D3DX10CompileFromResourceA
          8    5 00024228 D3DX10CompileFromResourceW
          9    6 0004FDD4 D3DX10ComputeNormalMap
         10    7 000234E4 D3DX10CreateAsyncCompilerProcessor
         11    8 00023694 D3DX10CreateAsyncEffectCreateProcessor
         12    9 000237A0 D3DX10CreateAsyncEffectPoolCreateProcessor
         13    A 000283F8 D3DX10CreateAsyncFileLoaderA
         14    B 00028274 D3DX10CreateAsyncFileLoaderW
         15    C 000281F8 D3DX10CreateAsyncMemoryLoader
         16    D 0002815C D3DX10CreateAsyncResourceLoaderA
         17    E 000280C0 D3DX10CreateAsyncResourceLoaderW
         18    F 000235D0 D3DX10CreateAsyncShaderPreprocessProcessor
         19   10 00028034 D3DX10CreateAsyncShaderResourceViewProcessor
         20   11 00027F00 D3DX10CreateAsyncTextureInfoProcessor
         21   12 00027F60 D3DX10CreateAsyncTextureProcessor
         22   13 00020EE8 D3DX10CreateDevice
         23   14 00020FC0 D3DX10CreateDeviceAndSwapChain
         24   15 00024F50 D3DX10CreateEffectFromFileA
         25   16 000251A4 D3DX10CreateEffectFromFileW
         26   17 00025930 D3DX10CreateEffectFromMemory
         27   18 00025430 D3DX10CreateEffectFromResourceA
         28   19 00025694 D3DX10CreateEffectFromResourceW
         29   1A 00025B94 D3DX10CreateEffectPoolFromFileA
         30   1B 00025DDC D3DX10CreateEffectPoolFromFileW
         31   1C 00026540 D3DX10CreateEffectPoolFromMemory
         32   1D 00026054 D3DX10CreateEffectPoolFromResourceA
         33   1E 000262B0 D3DX10CreateEffectPoolFromResourceW
         34   1F 000211D4 D3DX10CreateFontA
         35   20 00021424 D3DX10CreateFontIndirectA
         36   21 000214AC D3DX10CreateFontIndirectW
         37   22 000212F0 D3DX10CreateFontW
         38   23 0000F2F0 D3DX10CreateMesh
          1   24 0001EB1C D3DX10CreateReduction
         39   25 0002679C D3DX10CreateShaderResourceViewFromFileA
         40   26 00026934 D3DX10CreateShaderResourceViewFromFileW
         41   27 00026E44 D3DX10CreateShaderResourceViewFromMemory
         42   28 00026ACC D3DX10CreateShaderResourceViewFromResourceA
         43   29 00026C88 D3DX10CreateShaderResourceViewFromResourceW
         44   2A 000144DC D3DX10CreateSkinInfo
         45   2B 00029C70 D3DX10CreateSprite
         46   2C 00027000 D3DX10CreateTextureFromFileA
         47   2D 00027198 D3DX10CreateTextureFromFileW
         48   2E 000276A8 D3DX10CreateTextureFromMemory
         49   2F 00027330 D3DX10CreateTextureFromResourceA
         50   30 000274EC D3DX10CreateTextureFromResourceW
          2   31 0001FF2C D3DX10CreateThreadPump
