Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\d3dx9_26.dll

File Type: DLL

  Section contains the following exports for d3dx9_26.dll

    00000000 characteristics
    42964175 time date stamp Thu May 26 23:36:53 2005
        0.00 version
           1 ordinal base
         327 number of functions
         327 number of names

    ordinal hint RVA      name

          1    0 0014E2C0 D3DXAssembleShader
          2    1 0014DCA0 D3DXAssembleShaderFromFileA
          3    2 0014DE20 D3DXAssembleShaderFromFileW
          4    3 0014DFA0 D3DXAssembleShaderFromResourceA
          5    4 0014E130 D3DXAssembleShaderFromResourceW
          6    5 00067730 D3DXBoxBoundProbe
          7    6 0011FF70 D3DXCheckCubeTextureRequirements
          8    7 0011FF20 D3DXCheckTextureRequirements
          9    8 00033430 D3DXCheckVersion
         10    9 0011FFC0 D3DXCheckVolumeTextureRequirements
         11    A 0006B080 D3DXCleanMesh
         12    B 0005BE40 D3DXColorAdjustContrast
         13    C 0005BDC0 D3DXColorAdjustSaturation
         14    D 0014EC70 D3DXCompileShader
         15    E 0014E440 D3DXCompileShaderFromFileA
         16    F 0014E640 D3DXCompileShaderFromFileW
         17   10 0014E850 D3DXCompileShaderFromResourceA
         18   11 0014EA60 D3DXCompileShaderFromResourceW
         19   12 0006CEE0 D3DXComputeBoundingBox
         20   13 0006CB20 D3DXComputeBoundingSphere
         21   14 002DAF10 D3DXComputeIMTFromPerTexelSignal
         22   15 002D8FC0 D3DXComputeIMTFromPerVertexSignal
         23   16 002D9430 D3DXComputeIMTFromSignal
         24   17 002DA7F0 D3DXComputeIMTFromTexture
         25   18 00121BE0 D3DXComputeNormalMap
         26   19 000A5000 D3DXComputeNormals
         27   1A 000A50F0 D3DXComputeTangent
         28   1B 000A5290 D3DXComputeTangentFrame
         29   1C 000A5310 D3DXComputeTangentFrameEx
         30   1D 00244F60 D3DXConcatenateMeshes
         31   1E 000A6CA0 D3DXConvertMeshSubsetToSingleStrip
         32   1F 000A6D70 D3DXConvertMeshSubsetToStrips
         33   20 000604F0 D3DXCpuOptimizations
         34   21 00049670 D3DXCreateAnimationController
         35   22 00118C80 D3DXCreateBox
         36   23 00034470 D3DXCreateBuffer
         37   24 0004A230 D3DXCreateCompressedAnimationSet
         38   25 00120150 D3DXCreateCubeTexture
         39   26 00127070 D3DXCreateCubeTextureFromFileA
         40   27 00126150 D3DXCreateCubeTextureFromFileExA
         41   28 00126280 D3DXCreateCubeTextureFromFileExW
         42   29 00126630 D3DXCreateCubeTextureFromFileInMemory
         43   2A 00125330 D3DXCreateCubeTextureFromFileInMemoryEx
         44   2B 00127160 D3DXCreateCubeTextureFromFileW
         45   2C 00127260 D3DXCreateCubeTextureFromResourceA
         46   2D 001263B0 D3DXCreateCubeTextureFromResourceExA
         47   2E 001264F0 D3DXCreateCubeTextureFromResourceExW
         48   2F 00127380 D3DXCreateCubeTextureFromResourceW
         49   30 0011A090 D3DXCreateCylinder
         50   31 00165B20 D3DXCreateEffect
         51   32 00164820 D3DXCreateEffectCompiler
         52   33 00164180 D3DXCreateEffectCompilerFromFileA
