Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\d3dx10_40.dll

File Type: DLL

  Section contains the following exports for d3dx10_40.dll

    00000000 characteristics
    48EC3720 time date stamp Wed Oct  8 06:29:20 2008
        0.00 version
           1 ordinal base
         176 number of functions
         176 number of names

    ordinal hint RVA      name

          2    0 00019504 D3DX10CheckVersion
          3    1 0001A8C4 D3DX10CompileFromFileA
          4    2 0001AAE4 D3DX10CompileFromFileW
          5    3 0001ACDC D3DX10CompileFromMemory
          6    4 0001AF14 D3DX10CompileFromResourceA
          7    5 0001B14C D3DX10CompileFromResourceW
          8    6 00046E1C D3DX10ComputeNormalMap
          9    7 0001A3B8 D3DX10CreateAsyncCompilerProcessor
         10    8 0001A638 D3DX10CreateAsyncEffectCreateProcessor
         11    9 0001A784 D3DX10CreateAsyncEffectPoolCreateProcessor
         12    A 000495A8 D3DX10CreateAsyncFileLoaderA
         13    B 000494F4 D3DX10CreateAsyncFileLoaderW
         14    C 0004965C D3DX10CreateAsyncMemoryLoader
         15    D 000496EC D3DX10CreateAsyncResourceLoaderA
         16    E 000497F8 D3DX10CreateAsyncResourceLoaderW
         17    F 0001A4F8 D3DX10CreateAsyncShaderPreprocessProcessor
         18   10 000499E8 D3DX10CreateAsyncShaderResourceViewProcessor
         19   11 00049B00 D3DX10CreateAsyncTextureInfoProcessor
         20   12 00049908 D3DX10CreateAsyncTextureProcessor
         21   13 000191CC D3DX10CreateDevice
         22   14 000192C0 D3DX10CreateDeviceAndSwapChain
         23   15 0001BCE4 D3DX10CreateEffectFromFileA
         24   16 0001BF08 D3DX10CreateEffectFromFileW
         25   17 0001C544 D3DX10CreateEffectFromMemory
         26   18 0001C104 D3DX10CreateEffectFromResourceA
         27   19 0001C33C D3DX10CreateEffectFromResourceW
         28   1A 0001C77C D3DX10CreateEffectPoolFromFileA
         29   1B 0001C994 D3DX10CreateEffectPoolFromFileW
         30   1C 0001CFAC D3DX10CreateEffectPoolFromMemory
         31   1D 0001CB84 D3DX10CreateEffectPoolFromResourceA
         32   1E 0001CDB0 D3DX10CreateEffectPoolFromResourceW
         33   1F 00019524 D3DX10CreateFontA
         34   20 00019740 D3DX10CreateFontIndirectA
         35   21 000197E0 D3DX10CreateFontIndirectW
         36   22 00019628 D3DX10CreateFontW
         37   23 0000B094 D3DX10CreateMesh
         38   24 0001D1D8 D3DX10CreateShaderResourceViewFromFileA
         39   25 0001D34C D3DX10CreateShaderResourceViewFromFileW
         40   26 0001D7C8 D3DX10CreateShaderResourceViewFromMemory
         41   27 0001D4C0 D3DX10CreateShaderResourceViewFromResourceA
         42   28 0001D644 D3DX10CreateShaderResourceViewFromResourceW
         43   29 0000DC40 D3DX10CreateSkinInfo
         44   2A 0001FE7C D3DX10CreateSprite
         45   2B 0001D94C D3DX10CreateTextureFromFileA
         46   2C 0001DAC0 D3DX10CreateTextureFromFileW
         47   2D 0001DF3C D3DX10CreateTextureFromMemory
         48   2E 0001DC34 D3DX10CreateTextureFromResourceA
         49   2F 0001DDB8 D3DX10CreateTextureFromResourceW
