Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\d3dx9_31.dll

File Type: DLL

  Section contains the following exports for d3dx9_31.dll

    00000000 characteristics
    451C45D6 time date stamp Thu Sep 28 23:59:50 2006
        0.00 version
           1 ordinal base
         329 number of functions
         329 number of names

    ordinal hint RVA      name

          1    0 00150190 D3DXAssembleShader
          2    1 0014FB70 D3DXAssembleShaderFromFileA
          3    2 0014FCF0 D3DXAssembleShaderFromFileW
          4    3 0014FE70 D3DXAssembleShaderFromResourceA
          5    4 00150000 D3DXAssembleShaderFromResourceW
          6    5 00069410 D3DXBoxBoundProbe
          7    6 00121C70 D3DXCheckCubeTextureRequirements
          8    7 00121C20 D3DXCheckTextureRequirements
          9    8 00034ED0 D3DXCheckVersion
         10    9 00121CC0 D3DXCheckVolumeTextureRequirements
         11    A 0006CD60 D3DXCleanMesh
         12    B 0005DB20 D3DXColorAdjustContrast
         13    C 0005DAA0 D3DXColorAdjustSaturation
         14    D 00150B40 D3DXCompileShader
         15    E 00150310 D3DXCompileShaderFromFileA
         16    F 00150510 D3DXCompileShaderFromFileW
         17   10 00150720 D3DXCompileShaderFromResourceA
         18   11 00150930 D3DXCompileShaderFromResourceW
         19   12 0006EBB0 D3DXComputeBoundingBox
         20   13 0006E7F0 D3DXComputeBoundingSphere
         21   14 002EC300 D3DXComputeIMTFromPerTexelSignal
         22   15 002EA340 D3DXComputeIMTFromPerVertexSignal
         23   16 002EA830 D3DXComputeIMTFromSignal
         24   17 002EBBE0 D3DXComputeIMTFromTexture
         25   18 001238E0 D3DXComputeNormalMap
         26   19 000A6690 D3DXComputeNormals
         27   1A 000A6780 D3DXComputeTangent
         28   1B 000A6920 D3DXComputeTangentFrame
         29   1C 000A69A0 D3DXComputeTangentFrameEx
         30   1D 00248220 D3DXConcatenateMeshes
         31   1E 000A8330 D3DXConvertMeshSubsetToSingleStrip
         32   1F 000A8400 D3DXConvertMeshSubsetToStrips
         33   20 0004B320 D3DXCreateAnimationController
         34   21 0011A970 D3DXCreateBox
         35   22 00035F10 D3DXCreateBuffer
         36   23 0004BF30 D3DXCreateCompressedAnimationSet
         37   24 00121E50 D3DXCreateCubeTexture
         38   25 00128E20 D3DXCreateCubeTextureFromFileA
         39   26 00127F00 D3DXCreateCubeTextureFromFileExA
         40   27 00128030 D3DXCreateCubeTextureFromFileExW
         41   28 001283E0 D3DXCreateCubeTextureFromFileInMemory
         42   29 001270E0 D3DXCreateCubeTextureFromFileInMemoryEx
         43   2A 00128F10 D3DXCreateCubeTextureFromFileW
         44   2B 00129010 D3DXCreateCubeTextureFromResourceA
         45   2C 00128160 D3DXCreateCubeTextureFromResourceExA
         46   2D 001282A0 D3DXCreateCubeTextureFromResourceExW
         47   2E 00129130 D3DXCreateCubeTextureFromResourceW
         48   2F 0011BD80 D3DXCreateCylinder
         49   30 001686E0 D3DXCreateEffect
         50   31 001673E0 D3DXCreateEffectCompiler
         51   32 00166D40 D3DXCreateEffectCompilerFromFileA
         52   33 00166EE0 D3DXCreateEffectCompilerFromFileW
