Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\d3dx10_34.dll

File Type: DLL

  Section contains the following exports for d3dx10_34.dll

    00000000 characteristics
    46495583 time date stamp Tue May 15 08:38:59 2007
        0.00 version
           1 ordinal base
         177 number of functions
         177 number of names

    ordinal hint RVA      name

          2    0 00017818 D3DX10CheckVersion
          3    1 00018D2C D3DX10CompileFromFileA
          4    2 00018F50 D3DX10CompileFromFileW
          5    3 0001914C D3DX10CompileFromMemory
          6    4 00019384 D3DX10CompileFromResourceA
          7    5 000195BC D3DX10CompileFromResourceW
          8    6 00044DA0 D3DX10ComputeNormalMap
          9    7 00018858 D3DX10CreateAsyncCompilerProcessor
         10    8 00018AA0 D3DX10CreateAsyncEffectCreateProcessor
         11    9 00018BEC D3DX10CreateAsyncEffectPoolCreateProcessor
         12    A 00047560 D3DX10CreateAsyncFileLoaderA
         13    B 000474AC D3DX10CreateAsyncFileLoaderW
         14    C 00047614 D3DX10CreateAsyncMemoryLoader
         15    D 000476A4 D3DX10CreateAsyncResourceLoaderA
         16    E 000477B0 D3DX10CreateAsyncResourceLoaderW
         17    F 00018998 D3DX10CreateAsyncShaderPreprocessProcessor
         18   10 000479A0 D3DX10CreateAsyncShaderResourceViewProcessor
         19   11 00047AB8 D3DX10CreateAsyncTextureInfoProcessor
         20   12 000478C0 D3DX10CreateAsyncTextureProcessor
         21   13 0001A14C D3DX10CreateEffectFromFileA
         22   14 0001A374 D3DX10CreateEffectFromFileW
         23   15 0001A9B4 D3DX10CreateEffectFromMemory
         24   16 0001A574 D3DX10CreateEffectFromResourceA
         25   17 0001A7B0 D3DX10CreateEffectFromResourceW
         26   18 0001ABF0 D3DX10CreateEffectPoolFromFileA
         27   19 0001AE0C D3DX10CreateEffectPoolFromFileW
         28   1A 0001B428 D3DX10CreateEffectPoolFromMemory
         29   1B 0001B000 D3DX10CreateEffectPoolFromResourceA
         30   1C 0001B230 D3DX10CreateEffectPoolFromResourceW
         31   1D 00017844 D3DX10CreateFontA
         32   1E 00017A64 D3DX10CreateFontIndirectA
         33   1F 00017B04 D3DX10CreateFontIndirectW
         34   20 0001794C D3DX10CreateFontW
         35   21 00009434 D3DX10CreateMesh
         36   22 0001B658 D3DX10CreateShaderResourceViewFromFileA
         37   23 0001B7A0 D3DX10CreateShaderResourceViewFromFileW
         38   24 0001BBA8 D3DX10CreateShaderResourceViewFromMemory
         39   25 0001B8E8 D3DX10CreateShaderResourceViewFromResourceA
         40   26 0001BA48 D3DX10CreateShaderResourceViewFromResourceW
         41   27 0000BFEC D3DX10CreateSkinInfo
         42   28 0001DC94 D3DX10CreateSprite
         43   29 0001BD08 D3DX10CreateTextureFromFileA
         44   2A 0001BE7C D3DX10CreateTextureFromFileW
         45   2B 0001C2F8 D3DX10CreateTextureFromMemory
         46   2C 0001BFF0 D3DX10CreateTextureFromResourceA
         47   2D 0001C174 D3DX10CreateTextureFromResourceW
          1   2E 0001681C D3DX10CreateThreadPump
         48   2F 00017E60 D3DX10DisassembleEffect
         49   30 00017DEC D3DX10DisassembleShader
