Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\d3dx9_24.dll

File Type: DLL

  Section contains the following exports for d3dx9_24.dll

    00000000 characteristics
    4205618C time date stamp Sun Feb  6 01:15:08 2005
        0.00 version
           1 ordinal base
         320 number of functions
         320 number of names

    ordinal hint RVA      name

          1    0 00167C10 D3DXAssembleShader
          2    1 001675F0 D3DXAssembleShaderFromFileA
          3    2 00167770 D3DXAssembleShaderFromFileW
          4    3 001678F0 D3DXAssembleShaderFromResourceA
          5    4 00167A80 D3DXAssembleShaderFromResourceW
          6    5 000837F0 D3DXBoxBoundProbe
          7    6 0013B8C0 D3DXCheckCubeTextureRequirements
          8    7 0013B870 D3DXCheckTextureRequirements
          9    8 00031450 D3DXCheckVersion
         10    9 0013B910 D3DXCheckVolumeTextureRequirements
         11    A 00087130 D3DXCleanMesh
         12    B 00059E50 D3DXColorAdjustContrast
         13    C 00059DD0 D3DXColorAdjustSaturation
         14    D 001685C0 D3DXCompileShader
         15    E 00167D90 D3DXCompileShaderFromFileA
         16    F 00167F90 D3DXCompileShaderFromFileW
         17   10 001681A0 D3DXCompileShaderFromResourceA
         18   11 001683B0 D3DXCompileShaderFromResourceW
         19   12 00088F30 D3DXComputeBoundingBox
         20   13 00088B70 D3DXComputeBoundingSphere
         21   14 0013D530 D3DXComputeNormalMap
         22   15 000C0AA0 D3DXComputeNormals
         23   16 000C0B90 D3DXComputeTangent
         24   17 000C0C60 D3DXComputeTangentFrame
         25   18 000C0CE0 D3DXComputeTangentFrameEx
         26   19 0025C020 D3DXConcatenateMeshes
         27   1A 000C26A0 D3DXConvertMeshSubsetToSingleStrip
         28   1B 000C2770 D3DXConvertMeshSubsetToStrips
         29   1C 0005E630 D3DXCpuOptimizations
         30   1D 000474F0 D3DXCreateAnimationController
         31   1E 00134690 D3DXCreateBox
         32   1F 00032490 D3DXCreateBuffer
         33   20 00048190 D3DXCreateCompressedAnimationSet
         34   21 0013BAA0 D3DXCreateCubeTexture
         35   22 00142950 D3DXCreateCubeTextureFromFileA
         36   23 00141A30 D3DXCreateCubeTextureFromFileExA
         37   24 00141B60 D3DXCreateCubeTextureFromFileExW
         38   25 00141F10 D3DXCreateCubeTextureFromFileInMemory
         39   26 00140C30 D3DXCreateCubeTextureFromFileInMemoryEx
         40   27 00142A40 D3DXCreateCubeTextureFromFileW
         41   28 00142B40 D3DXCreateCubeTextureFromResourceA
         42   29 00141C90 D3DXCreateCubeTextureFromResourceExA
         43   2A 00141DD0 D3DXCreateCubeTextureFromResourceExW
         44   2B 00142C60 D3DXCreateCubeTextureFromResourceW
         45   2C 00135A70 D3DXCreateCylinder
         46   2D 0017F240 D3DXCreateEffect
         47   2E 0017DFF0 D3DXCreateEffectCompiler
         48   2F 0017D950 D3DXCreateEffectCompilerFromFileA
         49   30 0017DAF0 D3DXCreateEffectCompilerFromFileW
         50   31 0017DC90 D3DXCreateEffectCompilerFromResourceA
         51   32 0017DE40 D3DXCreateEffectCompilerFromResourceW
         52   33 0017EE60 D3DXCreateEffectEx
